investor,section,content
howard_marks,investment_philosophy,"Oaktree's mantra is to 'move forward, but with caution,' with the emphasis on caution increasing when market conditions become more carefree and risky."
howard_marks,investment_philosophy,"The investor's job is to intelligently bear risk for profit, and doing this well is what separates professionals from the rest."
howard_marks,investment_philosophy,"As investors are fundamentally risk-averse, they must be induced to make riskier investments by the offer of higher prospective returns."
howard_marks,investment_philosophy,"Oaktree's philosophy emphasizes risk control, which is distinct from risk avoidance; risk is welcomed at the right time, in the right instances, and at the right price to earn returns above the risk-free rate."
howard_marks,investment_philosophy,"The primary investment philosophy is that risk is not volatility, but rather the fundamental chance of losing money. Investment decisions should be based on whether the potential return adequately compensates for this risk of permanent capital loss."
howard_marks,investment_philosophy,"The ultimate result of an investment, potentially years in the future, is what truly matters, not the volatility of returns along the way. This long-term perspective is central to the investment process."
howard_marks,investment_philosophy,"A qualitative, judgment-based assessment of risk is superior to purely quantitative models. True risk is a concept or a worry that cannot be boiled down to a single, universally applicable number."
howard_marks,investment_philosophy,"Since the future is inherently uncertain, earning high returns requires bearing meaningful risk, such as the possibility of loss in pursuit of absolute gain or underperformance in pursuit of outperformance."
howard_marks,investment_philosophy,"The willingness to live with some losses is an essential ingredient in investment success, as the only way to have no losers is to take no risk, which also results in no return."
howard_marks,investment_philosophy,"Long-term success typically results from making many well-reasoned investments and accepting that some will fail, rather than from a record of consistent, individual successes."
howard_marks,investment_philosophy,"To achieve superior returns, you must sacrifice certainty and bear risk, but this must be done skillfully, intelligently, and with emotion under control."
howard_marks,investment_philosophy,Oaktree was built on the foundational belief that risk control is 'the most important thing' for long-term success.
howard_marks,investment_philosophy,"The goal is risk control, not risk avoidance; while you shouldn't expect to make money just for bearing risk, you also shouldn't expect to make money without bearing risk."
howard_marks,investment_philosophy,"Investors must strike a proper balance between offense and defense, and between worrying about losing money and worrying about missing opportunity. In risky environments, it's more important to pay attention to loss prevention than the pursuit of gain."
howard_marks,investment_philosophy,"Oaktree's mantra is to 'move forward, but with caution,' with the emphasis on caution increasing when market conditions become more risky and imprudent."
howard_marks,investment_philosophy,"The greatest investment risk comes not from companies or securities, but from prices that are too high relative to fundamentals, which occurs mainly because of the actions of market participants."
howard_marks,investment_philosophy,"A core principle is that while we can never know where we're going due to the unreliability of macro forecasting, we must strive to know where we are in terms of market sentiment and behavior."
howard_marks,investment_philosophy,"One of the most important cycles in investing is the pendulum swing between risk aversion and risk tolerance, with risk aversion being the essential element in sane, safe markets."
howard_marks,investment_philosophy,"When other investors are acting imprudently and making the world riskier, our own level of caution should rise; conversely, when others become overly cautious, we should become aggressive."
howard_marks,investment_philosophy,"The primary goal is to achieve market performance or slightly better in good times and highly superior performance in bad times, leading to above-average results over full cycles with less volatility."
howard_marks,investment_philosophy,"The key to superior long-term performance is controlling risk, which involves building a portfolio with downside protection rather than just focusing on finding winners."
howard_marks,investment_philosophy,"Oaktree's approach is designed to provide outperformance in tough times, which helps investors resist selling at cyclical lows and creates a favorable overall experience."
howard_marks,investment_philosophy,"While academic theory suggests markets are efficient, in practice, psychological excesses create periods where markets and securities are mispriced, offering opportunities for active investors."
howard_marks,investment_philosophy,"The goal of superior investing is to achieve asymmetry, which means structuring investments to have more upside potential than downside risk."
howard_marks,investment_philosophy,"True investment skill, or 'alpha,' is the ability to alter an investment's probability distribution to be biased toward positive outcomes, resulting in superior risk-adjusted returns."
howard_marks,investment_philosophy,"The process of taking on investment risk should be done explicitly and intelligently, rather than as an afterthought."
howard_marks,investment_philosophy,Exposure to risk is a necessary component for an investment plan to meet its long-term objectives.
howard_marks,investment_philosophy,"Investors face two primary risks: the risk of losing money and the risk of missing opportunities. It is possible to eliminate one of these risks, but not both."
howard_marks,investment_philosophy,"While the market must be structured to make it appear that higher risk leads to higher returns, this cannot always be the case, otherwise the investments would not truly be risky."
howard_marks,investment_philosophy,"Superior investing has two primary elements: seeing a quality that others don't see or appreciate that isn't reflected in the price, and then having it turn out to be true."
howard_marks,investment_philosophy,"The process of superior investing must begin with investors who are unusually perceptive, unconventional, and iconoclastic, which is why successful investors are said to spend a lot of their time being lonely."
howard_marks,investment_philosophy,Significant returns are not made by buying what everyone likes; they are made by buying what everyone underestimates.
howard_marks,investment_philosophy,"Risk aversion is the essential element that keeps markets safe and sane, as it forces investors to demand generous risk premiums to compensate them for bearing risk."
howard_marks,investment_philosophy,"There is such a thing as 'upside risk,' which is the risk of being underexposed to positive developments like a stronger-than-expected economy or market appreciation."
howard_marks,investment_philosophy,"At Oaktree, risk control is the paramount principle, considered the ""only thing"" that matters."
howard_marks,investment_philosophy,"The core of investing is the ""intelligent bearing of risk for profit,"" which is distinct from risk avoidance that often leads to return avoidance."
howard_marks,investment_philosophy,"Investing consists of bearing uncertainty in the pursuit of attractive returns, so risk avoidance is only appropriate for those who cannot survive tough times."
howard_marks,investment_philosophy,"Markets are not efficient in the academic sense of always being 'right'; while they may reflect consensus opinion, that opinion can be far from correct, allowing for gains from skillful active management."
howard_marks,investment_philosophy,The most important decision in portfolio management is combining ownership assets and debt assets to position the portfolio at the risk/return level that is right for the investor.
howard_marks,investment_philosophy,"Alpha, or 'gains resulting from superior individual skill,' is achievable because market inefficiencies mean some assets, markets, or strategies can offer a better risk/return bargain than others."
howard_marks,investment_philosophy,"In contrast to the academic view, active decision-making is valuable as some managers can operate within a market or strategy to produce superior risk-adjusted returns."
howard_marks,investment_philosophy,"The intelligent acceptance of recognized risk for profit underlies some of the wisest, most profitable investments, even if most investors dismiss them as dangerous speculations."
howard_marks,investment_philosophy,"A core principle is to be risk-averse, meaning that for a given prospective return, the safer investment is always preferred over the riskier one."
howard_marks,invariable_truths,"As an asset appreciates and sentiment towards it improves, it paradoxically becomes riskier, all else being equal."
howard_marks,invariable_truths,"Risk is low when risk aversion and risk consciousness are high, and risk is high when they are low."
howard_marks,invariable_truths,"Paradoxically, risk is lowest when risk aversion and risk consciousness are high, and risk is highest when they are low."
howard_marks,invariable_truths,Risk is often hidden and deceptive; the true riskiness of an investment only becomes apparent when it is tested by negative events.
howard_marks,invariable_truths,"Risk is multi-faceted, and efforts to reduce one type of risk, like the risk of losing money, invariably increase another, like the risk of missing opportunities."
howard_marks,invariable_truths,"In times of crisis, diversification can fail as correlations between seemingly unrelated assets go to one and everything collapses in unison."
howard_marks,invariable_truths,"Riskier investments must offer the prospect of higher returns to attract capital from risk-averse investors, but there is no guarantee these higher prospective returns will ever materialize."
howard_marks,invariable_truths,"If riskier investments reliably produced higher returns, they wouldn't actually be riskier; the uncertainty of the outcome and the possibility of loss are inherent parts of the definition of risk."
howard_marks,invariable_truths,"The future will not necessarily be like the past, and no value is ever added through simple extrapolation of historical data."
howard_marks,invariable_truths,"Since no single investment approach works all the time, even the best and most disciplined investors can have significant periods of underperformance."
howard_marks,invariable_truths,"In bubble periods, underperformance can be a badge of courage, signifying a refusal to participate in speculative manias."
howard_marks,invariable_truths,"If a risk-free path to high returns existed, everyone would pursue it, which would bid up the price, lower the return, and ultimately introduce risk."
howard_marks,invariable_truths,"If risky investments always produced high returns, they would not, by definition, be risky."
howard_marks,invariable_truths,"When investors are unworried and risk-tolerant, they will accept risk without being compensated for it, causing risk premiums to disappear from the market."
howard_marks,invariable_truths,"The widespread belief that there is no risk is one of the riskiest of all market conditions, as it means assets are not priced to include a margin of safety."
howard_marks,invariable_truths,"An illiquidity premium only exists when investors collectively prefer liquidity; when illiquidity becomes popular, the premium for holding it diminishes or vanishes."
howard_marks,invariable_truths,"During a crisis, correlations often go to one, causing assets that are supposed to be diversified to collapse in unison."
howard_marks,invariable_truths,"While you shouldn’t expect to make money just for bearing risk, you also shouldn’t expect to make money without bearing risk."
howard_marks,invariable_truths,"When undemanding capital markets and a low level of risk aversion combine to encourage investors to engage in risky practices, something usually goes wrong eventually."
howard_marks,invariable_truths,"The intelligent acceptance of recognized risk for profit underlies some of the wisest and most profitable investments, even if most investors dismiss them as dangerous."
howard_marks,invariable_truths,"Risky assets can make for good investments, provided they are purchased at a cheap enough price."
howard_marks,invariable_truths,"The widely accepted academic and practical assumption that 'volatility equals risk' is fundamentally incorrect. Its appeal lies in its quantifiability, not its accuracy in representing the true danger to an investment."
howard_marks,invariable_truths,"The real risk of an investment is not an absolute, quantifiable number; it varies by asset class, by investor, and by situation. For example, quarterly volatility is not a meaningful risk for an endowment with an infinite time horizon."
howard_marks,invariable_truths,"The saying 'No risk, no reward' is largely true, as market efficiency usually prevents the possibility of earning big gains with little risk."
howard_marks,invariable_truths,"The paradox of risk-taking is inescapable: you must take risks to be successful in competitive arenas, but taking risk does not guarantee success."
howard_marks,invariable_truths,"You should not expect to make money without bearing risk, but you also should not expect to make money simply for taking risk."
howard_marks,invariable_truths,"Since the future is unpredictable, risk control must be applied constantly, not just when the future seems ominous."
howard_marks,invariable_truths,"When undemanding capital markets and a low level of risk aversion encourage investors to engage in risky practices, something usually goes wrong eventually."
howard_marks,invariable_truths,"Investing is not supposed to be easy, and this is profoundly applicable to risk management; anyone who finds it easy is likely overlooking something."
howard_marks,invariable_truths,"Risk is cyclical and will inevitably reach extreme levels someday, at which point great caution will be required."
howard_marks,invariable_truths,"The usual pattern is that those who participate in a 'race to the bottom' by reducing prudence are eventually punished, while the naysayers' performance exceeds theirs in the long run."
howard_marks,invariable_truths,"Investment risk is not the same as volatility and cannot be easily observed or quantified, especially during good years when it remains invisible."
howard_marks,invariable_truths,"In inefficient markets, risk and return are not always proportional, which creates the opportunity to achieve superior risk-adjusted returns."
howard_marks,invariable_truths,"True investment risk is not measurable, even after the fact, which makes assessing who has done the best job of risk management extremely difficult."
howard_marks,invariable_truths,"Riskier investments introduce the potential for higher returns, but they also introduce the possibility of significant losses and other undesirable side effects."
howard_marks,invariable_truths,"In practice, markets are not always efficient because investor psychology, such as panic or euphoria, violates the theoretical assumption of rational and objective participants."
howard_marks,invariable_truths,Taking on risk that entails potential consequences you might not be able to financially survive is one of the most foolish things an investor can do.
howard_marks,invariable_truths,"Risky investments cannot always work out, or else they wouldn't be risky, and when risk bearing fails, the consequences are severe and remind people what risk is all about."
howard_marks,invariable_truths,"While taking too little risk can lead to underperformance, it is far better than the consequences of taking too much risk at the wrong time."
howard_marks,invariable_truths,"No one has ever gone bankrupt from an excess of risk consciousness, but a shortage of it has been responsible for major financial crises."
howard_marks,invariable_truths,"Painful bubbles can't form without an underlying grain of truth, but in each case, the merits become too obvious, the ideas too popular, and asset prices dangerously high."
howard_marks,invariable_truths,"There is no asset so good that it can’t become overpriced and thus risky, and few so bad that there’s no price at which they’re a buy and safe."
howard_marks,invariable_truths,"Following popular trends is not a formula for investment success, as popularity is likely to lead investors on a path that is comfortable but pointed in the wrong direction."
howard_marks,invariable_truths,"Risk is counterintuitive; the riskiest thing is the widespread belief that there's no risk, and fear in the market can actually make it safer."
howard_marks,invariable_truths,"As an asset declines in price, it becomes less risky, all else being equal, because the price has fallen. Conversely, as an asset appreciates and sentiment improves, it becomes riskier."
howard_marks,invariable_truths,"For fixed income, the relationship between interest rates and bond prices is absolute: higher interest rates mean lower bond prices."
howard_marks,invariable_truths,"When investors forget to be risk-conscious and fail to demand adequate compensation for risk, they will make risky investments even with skimpy premiums, leading to eventual penalties rather than rewards."
howard_marks,invariable_truths,"Because investing entails risk, results will be unpredictable and inconsistent, meaning very few investors can have only good years."
howard_marks,invariable_truths,"You can avoid risk by buying Treasury bills, but you shouldn't expect to be well paid for an investment where you're sure to get your money back."
howard_marks,invariable_truths,"The two fundamental asset classes are ownership and debt, and they possess enormously different characteristics."
howard_marks,invariable_truths,"As expected return increases, the accompanying risk also increases, which encompasses both the uncertainty of the outcome and the likelihood of a bad one; there is no free lunch."
howard_marks,invariable_truths,"Few investment assets, strategies, or tools are inherently risky or safe; their riskiness depends on the context and price paid."
howard_marks,invariable_truths,"In times of panic, seemingly unconnected investments can become similarly affected, as all correlations tend to go to one."
howard_marks,invariable_truths,"Investing is never easy because there is no single right answer or number to guide decisions, but this complexity is what makes it interesting."
howard_marks,buy_criteria,"Favorable investment opportunities arise when high risk aversion prevails, leading investors to perform extensive due diligence, make conservative assumptions, and deny capital to risky ventures."
howard_marks,buy_criteria,Opportunities can be found in unorthodox investments because many institutional investors avoid them due to the risk of being unconventional.
howard_marks,buy_criteria,"Investors should demand higher prospective returns for investments where the fundamental risk of losing money is higher, rather than focusing on price volatility."
howard_marks,buy_criteria,"Before committing to illiquid investments, investors must ensure they are being adequately compensated with a sufficient return premium for bearing that specific risk."
howard_marks,buy_criteria,"Investments should be made when prospective returns incorporate appropriate risk premiums, which is most likely to be the case when the majority of investors are suitably risk-averse."
howard_marks,buy_criteria,We invest only when we are convinced the likely return far more than compensates for the risk involved.
howard_marks,buy_criteria,"When considering adding an asset to a portfolio, the key questions are whether the risk of losing the client's money is tolerable and if it is sufficiently offset by the likely return."
howard_marks,buy_criteria,"The specific risks to analyze are tailored to the asset class, such as focusing on default risk in high yield bonds or the risk of a reorganization going against you in distressed debt."
howard_marks,buy_criteria,A risky investment should be made when you decide that sufficient conditions have been met and the reasons for taking the chance are sound.
howard_marks,buy_criteria,Only invest when there is a commensurate risk premium for the degree of risk being undertaken.
howard_marks,buy_criteria,"When other market participants become overly cautious and run from risk, assets can become so cheap that it is time to turn aggressive."
howard_marks,buy_criteria,"The best opportunities often arise during periods of excessive risk aversion, when the market offers disproportionately generous compensation for taking on risk."
howard_marks,buy_criteria,"Investments should be evaluated based on their potential for asymmetry, seeking situations that offer more upside potential than downside risk."
howard_marks,buy_criteria,"Credit investments are attractive when their absolute returns are significant, competitive with historical equity returns, and supported by contractual promises to pay interest and return principal."
howard_marks,buy_criteria,"The best buying opportunities are usually found in things most people don’t understand or believe in, particularly securities that are widely considered 'too risky'."
howard_marks,buy_criteria,"Focus on the relationship between an asset's price and its intrinsic value, as low-quality assets can be safe and high-quality assets can be risky depending on the price paid."
howard_marks,buy_criteria,"Look for opportunities where a broad negative consensus has driven all optimism out of an asset's price, as this can make it the least risky thing to own."
howard_marks,buy_criteria,"A risk is acceptable to take on if it is one you are aware of, can analyze, can diversify, and are well-paid to assume."
howard_marks,buy_criteria,"Wise and profitable investments can be made by intelligently accepting risks that are widely recognized by the market, as these assets may be mispriced due to being dismissed as too dangerous."
howard_marks,avoid_red_flags,"Avoid markets where investors are not risk-conscious and fail to demand adequate compensation for risk, as this leads to overpriced risky assets."
howard_marks,avoid_red_flags,"Be wary when widespread risk tolerance causes due diligence and skepticism to fall by the wayside, as this environment sets the stage for future losses."
howard_marks,avoid_red_flags,"Recognize that after several years of a benign environment, a risky investment can easily be mistaken for a safe one."
howard_marks,avoid_red_flags,Avoid the simplistic and dangerous belief that taking more risk will automatically lead to making more money.
howard_marks,avoid_red_flags,"Avoid unthinking adherence to the latest market trends, which often dominates market movements to the detriment of thoughtful investors."
howard_marks,avoid_red_flags,"Avoid equating risk with volatility, as it is a flawed and insufficient measure that can be misleading."
howard_marks,avoid_red_flags,"Avoid relying on historical volatility as the sole indicator of an asset's future risk, as the future is not a mere extrapolation of the past."
howard_marks,avoid_red_flags,"Avoid investing when a widespread belief that there is no risk prevails, as this indicates that risk premiums have likely been competed away."
howard_marks,avoid_red_flags,"Be highly cautious when investors are unworried and risk-tolerant, leading them to buy assets at high valuation multiples and accept narrow credit spreads."
howard_marks,avoid_red_flags,A market environment characterized by too much money chasing too few deals and a general lack of risk aversion is a signal of high risk and low prospective returns.
howard_marks,avoid_red_flags,"Avoid investing when low interest rates have caused money to flood into riskier assets, leading to a deterioration in capital market standards and a lack of caution from other investors."
howard_marks,avoid_red_flags,"Be wary when it becomes easy for issuers to place risky securities, as this indicates it is hard for investors to buy safe ones."
howard_marks,avoid_red_flags,Recognize that a market is risky when there is a low degree of risk aversion and investors are being encouraged to engage in risky practices for which there is no commensurate risk premium.
howard_marks,avoid_red_flags,"Avoid relying on volatility or standard deviation as the primary measure of risk, as these quantifiable metrics fail to capture the actual potential for permanent capital loss."
howard_marks,avoid_red_flags,"Avoid constructing a portfolio where the underlying assets are highly correlated, as this negates the protective benefits of diversification against catastrophic error."
howard_marks,avoid_red_flags,Avoid aggressive tactics when you observe other investors dropping their usual caution and capital market standards deteriorating.
howard_marks,avoid_red_flags,"When others conduct their affairs with less prudence, it is a signal to conduct your own affairs with greater prudence."
howard_marks,avoid_red_flags,"Be wary when investors drop their risk aversion and become risk-tolerant, as this creates a dangerous environment of higher asset prices, lower prospective returns, and elevated risk."
howard_marks,avoid_red_flags,"A rise in general risk tolerance becomes highly worrisome when it is accompanied by extended valuations, as this combination often precedes a market downturn."
howard_marks,avoid_red_flags,"A 'race to the bottom' signifies a widespread reduction in prudence from investors and capital providers, leading to deteriorating new issue quality and insufficient premiums for bearing risk."
howard_marks,avoid_red_flags,"Avoid being overly aggressive when risk-bearing is eagerly embraced by the market, as the safer part of the risk spectrum can offer a superior proposition during such times."
howard_marks,avoid_red_flags,"A major red flag is an investor who believes they have skill ('alpha') but cannot demonstrate an ability to produce superior risk-adjusted returns, as most investors incorrectly believe they possess this skill."
howard_marks,avoid_red_flags,"Avoid having a high willingness to take on risk when your financial ability to bear that risk is low, a posture described as 'naive' and foolish."
howard_marks,avoid_red_flags,"Resist the temptation to chase a market that has already experienced a long boom, as the risk of participating in a subsequent bust can be far greater than the risk of missing further gains."
howard_marks,avoid_red_flags,"Avoid being driven by FOMO (Fear Of Missing Out), as it can lead to making investments one shouldn't and doesn't understand, simply because others are doing them."
howard_marks,avoid_red_flags,"A shortage of risk consciousness is a major red flag, as it leads to the kind of imprudent investments that caused the 2007 crisis."
howard_marks,avoid_red_flags,"Avoid assets that have become too popular and whose merits are too obvious, as this is a sign that prices have likely become dangerously high."
howard_marks,avoid_red_flags,"Be wary when there is a widespread belief that there's no risk in an asset or a market, as this is the most dangerous condition of all."
howard_marks,avoid_red_flags,"Do not follow popular trends or 'accepted wisdom,' as these comfortable paths often lead to poor investment outcomes."
howard_marks,avoid_red_flags,"Be wary of markets where investors are not risk-conscious and fail to require adequate compensation for bearing risk, as this leads to risky investments being made for skimpy prospective returns."
howard_marks,avoid_red_flags,Decline to take risks that either exceed the quantum of risk you want to live with or for which you wouldn’t be well rewarded for bearing.
howard_marks,avoid_red_flags,"Avoid the simplistic and linear belief that 'more risk, more return' is a certainty, as it ignores the true nature of risk which includes a wider range of outcomes and worse potential losses."
howard_marks,avoid_red_flags,"Avoid over-reliance on outside 'experts' or quantitative models like Value at Risk (VAR) to assess investment risk, as they are of limited utility for the extreme events that truly matter."
howard_marks,avoid_red_flags,"Avoid buying securities that are 'all the rage' and highly esteemed, as this often involves bearing significant risk unknowingly."
howard_marks,position_sizing_portfolio,Holding only one type of 'safe' asset can create an under-diversified portfolio that is vulnerable to a single shock.
howard_marks,position_sizing_portfolio,Adding a few 'risky' assets to a portfolio of safe assets can actually make the overall portfolio safer by increasing its diversification.
howard_marks,position_sizing_portfolio,"As a matter of basic prudence, investors should always limit the proportion of their portfolio that is committed to illiquid investments."
howard_marks,position_sizing_portfolio,"Portfolios are diversified appropriately to ensure they are not exposed to freak occurrences and widespread losses, similar to how an insurer diversifies its policyholders."
howard_marks,position_sizing_portfolio,"The main reason to hold more than one asset is for diversification to protect against catastrophic error, but this is only effective if the assets are not highly correlated."
howard_marks,position_sizing_portfolio,"Adding an uncorrelated, high-risk asset can actually reduce the overall riskiness of a portfolio. This understanding allows for the inclusion of high-return, high-risk assets in a risk-averse manner."
howard_marks,position_sizing_portfolio,Ultimate success is a function of the ratio of winners to losers and the magnitude of the gains relative to the losses.
howard_marks,position_sizing_portfolio,"A successful portfolio model consists of many decent investments, a few heavily-weighted big winners held for the long term, and relatively few big losers."
howard_marks,position_sizing_portfolio,"Investors must accept that success stems from making a large number of investments with the expectation they will succeed, while knowing that a portion of them will not."
howard_marks,position_sizing_portfolio,"Oaktree's portfolio posture is calibrated to the market environment; a 'middling stance' of 'move forward, but with caution' is appropriate when the outlook isn't terrible but assets aren't cheap."
howard_marks,position_sizing_portfolio,"Maximum caution is reserved for periods when risk reaches extreme levels, while aggressiveness is warranted only when assets are very cheap due to widespread fear."
howard_marks,position_sizing_portfolio,An investor's overall risk posture and portfolio construction should be determined by explicitly considering both their financial ability to bear risk and their psychological willingness to do so.
howard_marks,position_sizing_portfolio,"An investor with a high ability to bear risk but low willingness is considered 'defensive' and will operate at a lower risk level than their capacity allows, constraining returns but also the range of outcomes."
howard_marks,position_sizing_portfolio,Adding a few 'risky' assets to a portfolio of 'safe' assets can actually make the overall portfolio safer by increasing its diversification.
howard_marks,position_sizing_portfolio,The primary decision in portfolio construction is to combine ownership and debt assets to achieve the specific position on the risk/return continuum that is appropriate for you.
howard_marks,position_sizing_portfolio,"Intelligent diversification involves investing in assets that respond differently to the same factors, creating 'offsets' where a negative influence on one investment might be a positive for another."
howard_marks,position_sizing_portfolio,"Portfolio construction must account for 'fault lines' and the potential for 'domino effects,' where trouble in one investment can cascade and impact others in unanticipated ways."
howard_marks,sell_discipline,"The decision to sell or reduce exposure depends on the degree of risk and valuation; a rise in risk tolerance is a signal to pay attention, but not necessarily to sell unless it has reached a clear danger zone."
howard_marks,sell_discipline,"Even if riskier behavior is observed, it may not be time to bail out of markets if valuations are not highly extended and the absolute quantum of risk is not as high as in past bubbles."
howard_marks,sell_discipline,A core objective is to cultivate enough resolve to resist selling assets at cyclical lows during market downturns.
howard_marks,risk_management,Risk is often hidden and deceptive; its true nature is only revealed when an investment is tested by a negative environment.
howard_marks,risk_management,"The task of managing risk should not be left to designated risk managers, as outsiders to the fundamental investment process lack the deep asset knowledge required for appropriate decisions."
howard_marks,risk_management,"Efforts to reduce the risk of losing money invariably increase the risk of missing opportunities, and buying higher-quality assets to reduce fundamental risk often increases valuation risk."
howard_marks,risk_management,"An investment susceptible to an infrequent but serious negative development can appear safer than it really is, especially after a long period of a benign environment."
howard_marks,risk_management,"A portfolio with proper risk control is a hidden accomplishment, as its value is only apparent during downturns when risk materializes into loss."
howard_marks,risk_management,"Risk management should not be outsourced to designated specialists using statistical models, as they lack the deep, fundamental knowledge of the underlying assets."
howard_marks,risk_management,"At Oaktree, while tools like VaR and Sharpe ratios are used, they are not overly relied upon; risk management is the responsibility of every investment professional, applying judgment and experience."
howard_marks,risk_management,"The primary risk investors should care about is the possibility of loss, not price volatility. Oaktree does not avoid investments simply because their prices might fluctuate or they might have a down quarter."
howard_marks,risk_management,"Riskier investments are characterized by a wider distribution of potential outcomes, meaning they have both higher expected returns and a greater possibility of low returns or losses."
howard_marks,risk_management,"Rejecting volatility as a proxy for risk is a core tenet, as it was chosen by academics for convenience and fails to capture what practitioners consider true investment risk."
howard_marks,risk_management,"The primary risk to manage is the probability of permanent capital loss, not the volatility of an asset's price."
howard_marks,risk_management,"Volatility is a poor proxy for risk; for example, a stock is not necessarily riskier at $50 after falling from $80 than it was at the higher price."
howard_marks,risk_management,"True value is added by predicting changes in an asset's riskiness, rather than just extrapolating its historical volatility."
howard_marks,risk_management,"One must be aware of subjective risks like career risk and the pressure for conventionality, which can lead to herd behavior and prevent superior results."
howard_marks,risk_management,"During market manias, a key risk management decision is to willingly accept the risk of underperformance by refusing to participate in the bubble."
howard_marks,risk_management,"Risk is a constant that every investor must continually think about, and it is impossible to earn substantial returns without taking it."
howard_marks,risk_management,Illiquidity should be treated as just another form of risk that requires compensation and must be prudently limited within a portfolio.
howard_marks,risk_management,"Investors should be skeptical of complex and innovative financial products, especially those introduced in bull markets, as their true risks are only revealed in downturns."
howard_marks,risk_management,"Certain risks should not be taken regardless of the potential return offered, and investors should be skeptical of assumed outcomes and limit the risks they bear."
howard_marks,risk_management,"Risk management should be the responsibility of every participant in the investment process, applying experience, judgment, and knowledge of the underlying investments rather than just relying on models."
howard_marks,risk_management,"Do not put too much faith in risk metrics like VaR and Sharpe ratios; while Oaktree uses them as tools, they can understate risk, especially in a crisis."
howard_marks,risk_management,"Risk control must be applied constantly, not just when the future seems ominous; it is like fire insurance that is valuable even in years without a fire."
howard_marks,risk_management,"Effective risk control requires humility, a lack of hubris, and knowing what you don’t know, as overconfidence is a major trap."
howard_marks,risk_management,"The goal is indispensable risk control, not risk avoidance, because avoiding all risk usually means avoiding returns as well."
howard_marks,risk_management,"The less prudence with which others conduct their affairs, the greater the prudence with which we should conduct our own."
howard_marks,risk_management,"Risk management is about 'risk intelligence,' not risk aversion; it requires that risks are understood, appropriately managed, and made transparent."
howard_marks,risk_management,"Oaktree's process for bearing risk involves four key elements: ensuring the risk is known, that it can be analyzed, that it can be diversified, and that the compensation for bearing it is high."
howard_marks,risk_management,"The first tenet in Oaktree’s investment philosophy is the importance of risk control, which is about intelligently managing risk rather than avoiding it altogether."
howard_marks,risk_management,"At Oaktree, risk management is defined as managing the chance of losing clients' money, not managing the volatility of returns."
howard_marks,risk_management,"Risk is viewed as a concept or a worry, not a number, and is not subject to precise quantification or numerical manipulation. This qualitative approach is considered the right way to think about risk."
howard_marks,risk_management,"Because Oaktree's capital is in locked-up funds or long-term relationships, the firm can ignore short-term volatility and focus exclusively on the ultimate positive or negative outcome of an investment."
howard_marks,risk_management,"Understanding and managing correlation is a critical element of risk management, as the behavior of assets in combination determines a portfolio's overall risk profile."
howard_marks,risk_management,"The risk of taking too little risk is very real, as it can lead to insufficient returns to meet financial goals or underperformance relative to benchmarks."
howard_marks,risk_management,"Risk is as much intuited as it is calculated, and it is up to the investor to decide if the conditions are right to take a chance on a risky move."
howard_marks,risk_management,"A key part of the investment process is accepting that some investments will result in losses, as risk avoidance is likely to result in return avoidance."
howard_marks,risk_management,"Risk management should be the responsibility of every participant in the investment process, applying experience, judgment, and knowledge of the underlying investments."
howard_marks,risk_management,"While Oaktree uses risk metrics like VaR and Sharpe ratios, one should not put too much faith in them as they are merely tools and cannot capture all aspects of risk."
